title,authors,journal,year,journal_link,doi,pdf_link,source
Population Science,"Rowe, Francisco and Cabrera-Arnau, Carmen and Pietrostefani, Elisabetta",'',2023,https://www.population-science.net,10.2337/dc22-1438,https://www.population-science.net/Population-Science.pdf,local
